text,class,topic
" Exploration is interesting, Redfall is a nice town to explore, but this exploration is buried by the combat",1,world
"which I did not enjoy, partially due to the poor AI and I feel like the hit boxes don't always workout",-1,AI
The optimization is just fvcked,-1,optimization
" The only fun I had playing this game was making fun of how bad it was, but that got old soon and I just went back into boredom",-1,fun
This game has no substance and everything blurs together because its the exact same,-1,gameplay
" You go through 2 levels, fight a mini-boss that dies in 3 hits, and then a boss that dies in 3 hits",-1,gameplay
The only praise I have towards this game are the cgi cutscenes and the character/monster designs,1,art
" Naoto Oshima's artstyle is vibrant and distinct, and is probably what attracted the majority of people to this game",1,art
" Please do not waste 60 dollars on Balan Wonderworld, there are much better platformers that cost much less",-1,price
"This game is a waste of money, certainly not worth the $60 to $80 they tote for it",-1,price
" The costumes feel clunky and rather pointless in certain situations, I understand  the want for varied costumes and skins but what is the point if some of them aren't even that fun to control, or in some cases are done better in the exact same level",-1,balance
"  The movement in the game is extremely simple, no momentum or anything so the game is fairly linear",-1,controls
"  There aren't really any puzzles that you'll have to think to solve, so critical thinking is pretty much at a minimum -  At best you'll think about when exactly you need to hit a boss",-1,puzzles
The music is also more than serviceable,1,sound
Yuji still has it with the art design for sure but the game design is super weak sadly,-1,gameplay
My entire playthrough was pure pain,-1,fun
" A really buggy game with a truly dump concept riddled with bad camera controls, boring music, awful art design, disgusting colors, garbage quick time events and annoying boss fights",-1,bugs
" I had no joy playing this game at all, and I could not recommend it under any circumstances to any person whatsoever",-1,fun
Quake III Arena had more depth in its story than Balan Wonderworld,-1,narrative
" There is no ground pound, no air dash, no homing attack, no double jump, no spin jump, etc",-1,controls
The level design is also horrendously bad,-1,level design
Every level feels the exact same with the only difference between any of them being a painted-on skin that only serves a cosmetic purpose,-1,level design
But the game design is quite poor and unfun,-1,gameplay
It feels like an alpha test,-1,bugs
" there is no challenge, there is no reward",-1,balance
The game so far is “not” fun at all,-1,fun
The levels are very creative,1,level design
And the music is very well done,1,sound
It's just really boring,-1,fun
- Rain and sea water physics same as pre-updated cyberpunk,-1,physics
" A window pops up every mission complete, that you have to HOLD DOWN to close, which takes up half your screen and prevents you from using melee",-1,UI
" The UI constantly is wrong, where ammo counts dont update, quest objectives disappear or stay on the map when complete, getting locked in the pause screen, or simply missing basic features of a loot&shoot like marking guns as favorite/junk to easily scrap or delete",-1,UI
" The UI feels like it was either subcontracted to someone else, and thus ran into the same problem Halo Infinite has, or was done in the last week of development",-1,UI
- lack of UI customization,-1,UI
I mean right after the steam release they JUST fixed an awful UI pain with building tools.,-1,UI
"UI: 
The UI for crafting is bad, the UI for research is bad, the UI for inventory management is.. well that one is OK but the usability of the UI in general is a 4/10.",-1,UI
They appear to have gone for looks over functionality and the bugs in the UI (e.g.,-1,UI
awful UI and a lot of bugs.,-1,UI
Needs separate and completly new UI design.,-1,UI
Needs fixing to UI and research logic.,-1,UI
"- Crafting UI is garbage Console UI, not nice to use with mouse and keyboard one bit.",-1,UI
Also needs some UI updates.,-1,UI
The menu ui with a mouse and keyboard is extremely frustrating,-1,UI
" True, however, that the whole crafting UI isn't very well explained and is pretty confusing at first (especially for mod fusion)",-1,UI
"- The UI is absolutely terrible, it does look like a mobile game",-1,UI
"- The UI seems to be a bit cluttered and confusing and it takes a bit to get used to, or maybe i am just getting old, but i feel like there's no point in over-complicating things",-1,UI
"While there are still a few physics and ai glitches hanging around, the vast majority of the issues that the game launched with have been resolved",-1,physics
"However driving in this game stinks bad, car handling physics felt very arcade like and also felt like I was always driving on wet slick surfaces",-1,physics
